locus	description	name
PA0662	N-acetyl-gamma-glutamyl-phosphate reductase	argC
PA0663	hypothetical protein	PA0663
PA0664	hypothetical protein	PA0664
PA0665	conserved hypothetical protein	PA0665
PA0666	conserved hypothetical protein	PA0666
PA0667	conserved hypothetical protein	PA0667
PA0668	tyrosyl-tRNA synthetase 2	tyrZ
PA0669	probable DNA polymerase alpha chain	PA0669
PA0670	hypothetical protein	PA0670
PA0671	hypothetical protein	PA0671
PA0672	heme oxygenase	hemO
PA0673	hypothetical protein	PA0673
PA0674	VreA	vreA
PA0675	ECF sigma factor, VreI	vreI
PA0676	sigma factor regulator, VreR	vreR
PA0677	HxcW	hxcW
PA0678	HxcU	hxcU
PA0679	HxcP	hxcP
PA0680	HxcV	hxcV
PA0681	HxcT	hxcT
PA0682	HxcX	hxcX
PA0683	HxcY	hxcY
PA0684	HxcZ	hxcZ
PA0685	HxcQ	hxcQ
PA0686	HxcR	hxcR
PA0687	HxcS	hxcS
PA0688	low-molecular-weight alkaline phosphatase A, LapA	lapA
PA0689	low-molecular-weight alkaline phosphatase B, LapB	lapB
PA0690	phosphate depletion regulated TPS partner A, PdtA	pdtA
PA0691	prevent-host-death protein A	phdA
PA0692	phosphate depletion regulated TPS partner B, PdtB	pdtB
PA0693	transport protein ExbB2	exbB2
PA0694	transport protein ExbD	exbD2
PA0695	hypothetical protein	PA0695
PA0696	hypothetical protein	PA0696
PA0697	hypothetical protein	PA0697
PA0698	hypothetical protein	PA0698
PA0699	probable peptidyl-prolyl cis-trans isomerase, PpiC-type	PA0699
PA0700	hypothetical protein	PA0700
PA0701	probable transcriptional regulator	PA0701
PA0702	hypothetical protein	PA0702
PA0703	probable major facilitator superfamily (MFS) transporter	PA0703
PA0704	probable amidase	PA0704
PA0705	alpha-1,6-rhamnosyltransferase MigA	migA
PA0706	chloramphenicol acetyltransferase	cat
PA0707	transcriptional regulator ToxR	toxR
PA0708	probable transcriptional regulator	PA0708
PA0708.1	Uncharacterized protein	PA0708.1
PA0709	hypothetical protein	PA0709
PA0710	lactoylglutathione lyase	gloA2
PA0711	hypothetical protein	PA0711
PA0712	hypothetical protein	PA0712
PA0713	hypothetical protein	PA0713
PA0714	hypothetical protein	PA0714
PA0715	hypothetical protein	PA0715
PA0716	hypothetical protein	PA0716
PA0717	hypothetical protein of bacteriophage Pf1	PA0717
PA0718	hypothetical protein of bacteriophage Pf1	PA0718
PA0719	hypothetical protein of bacteriophage Pf1	PA0719
PA0720	helix destabilizing protein of bacteriophage Pf1	PA0720
PA0721	hypothetical protein of bacteriophage Pf1	PA0721
PA0722	hypothetical protein of bacteriophage Pf1	PA0722
PA0723	coat protein B of bacteriophage Pf1	coaB
PA0724	probable coat protein A of bacteriophage Pf1	PA0724
PA0725	hypothetical protein of bacteriophage Pf1	PA0725
PA0726	hypothetical protein of bacteriophage Pf1	PA0726
PA0727	hypothetical protein from bacteriophage Pf1	PA0727
PA0728	probable bacteriophage integrase	PA0728
PA0729	hypothetical protein	PA0729
PA0730	probable transferase	PA0730
PA0731	hypothetical protein	PA0731
PA0732	hypothetical protein	PA0732
PA0733	probable pseudouridylate synthase	PA0733
PA0734	hypothetical protein	PA0734
PA0735	hypothetical protein	PA0735
PA0736	hypothetical protein	PA0736
PA0737	hypothetical protein	PA0737
PA0738	conserved hypothetical protein	PA0738
PA0739	probable transcriptional regulator	PA0739
PA0740	SDS hydrolase SdsA1	sdsA1
PA0741	conserved hypothetical protein	PA0741
PA0742	hypothetical protein	PA0742
PA0743	probable 3-hydroxyisobutyrate dehydrogenase	PA0743
PA0744	probable enoyl-CoA hydratase/isomerase	PA0744
PA0745	probable enoyl-CoA hydratase/isomerase	PA0745
PA0746	probable acyl-CoA dehydrogenase	PA0746
PA0747	probable aldehyde dehydrogenase	PA0747
PA0749	hypothetical protein	PA0749
PA0750	uracil-DNA glycosylase	ung
PA0751	conserved hypothetical protein	PA0751
PA0752	conserved hypothetical protein	PA0752
PA0753	hypothetical protein	PA0753
PA0754	hypothetical protein	PA0754
PA0755	cis-aconitate porin OpdH	opdH
PA0756	probable two-component response regulator	PA0756
PA0757	probable two-component sensor	PA0757
PA0758	hypothetical protein	PA0758
PA0759	conserved hypothetical protein	PA0759
PA0760	conserved hypothetical protein	PA0760
PA0761	L-aspartate oxidase	nadB
PA0762	sigma factor AlgU	algU
PA0763	anti-sigma factor MucA	mucA
PA0764	negative regulator for alginate biosynthesis MucB	mucB
PA0765	positive regulator for alginate biosynthesis MucC	mucC
PA0766	serine protease MucD precursor	mucD
PA0767	GTP-binding protein LepA	lepA
PA0768	signal peptidase I	lepB
PA0769	hypothetical protein	PA0769
PA0770	ribonuclease III	rnc
PA0771	GTP-binding protein Era	era
PA0772	DNA repair protein RecO	recO
PA0773	pyridoxal phosphate biosynthetic protein PdxJ	pdxJ
PA0774	conserved hypothetical protein	PA0774
PA0775	conserved hypothetical protein	PA0775
PA0776	hypothetical protein	PA0776
PA0777	hypothetical protein	PA0777
PA0778	inhibitor of cysteine peptidase	icp
PA0779	AsrA	asrA
PA0780	proline utilization regulator	pruR
PA0781	hypothetical protein	PA0781
PA0782	proline dehydrogenase PutA	putA
PA0783	sodium/proline symporter PutP	putP
PA0784	probable transcriptional regulator	PA0784
PA0785	FMN-dependent NADH-azoreductase 1, AzoR1	azoR1
PA0786	probable transporter	PA0786
PA0787	hypothetical protein	PA0787
PA0788	hypothetical protein	PA0788
PA0789	probable amino acid permease	PA0789
PA0790	hypothetical protein	PA0790
PA0791	probable transcriptional regulator	PA0791
PA0792	propionate catabolic protein PrpD	prpD
PA0793	hypothetical protein	PA0793
PA0794	probable aconitate hydratase	PA0794
PA0795	citrate synthase 2	prpC
PA0796	carboxyphosphonoenolpyruvate phosphonomutase	prpB
PA0797	probable transcriptional regulator	PA0797
PA0798	phospholipid methyltransferase	pmtA
PA0799	probable helicase	PA0799
PA0800	hypothetical protein	PA0800
PA0801	hypothetical protein	PA0801
PA0802	hypothetical protein	PA0802
PA0803	hypothetical protein	PA0803
PA0804	probable oxidoreductase	PA0804
PA0805	hypothetical protein	PA0805
PA0806	hypothetical protein	PA0806
PA0807	AmpDh3	ampDh3
PA0808	hypothetical protein	PA0808
PA0809	probable transporter	PA0809
PA0810	probable haloacid dehalogenase	PA0810
PA0811	probable major facilitator superfamily (MFS) transporter	PA0811
PA0812	hypothetical protein	PA0812
PA0813	hypothetical protein	PA0813
PA0814	conserved hypothetical protein	PA0814
PA0815	probable transcriptional regulator	PA0815
PA0816	probable transcriptional regulator	PA0816
PA0817	probable ring-cleaving dioxygenase	PA0817
PA0818	hypothetical protein	PA0818
PA0819	hypothetical protein	PA0819
PA0820	hypothetical protein	PA0820
PA0821	hypothetical protein	PA0821
PA0822	hypothetical protein	PA0822
PA0823	hypothetical protein	PA0823
PA0824	hypothetical protein	PA0824
PA0825	hypothetical protein	PA0825
PA0826	hypothetical protein	PA0826
PA0826.1	translated portion of tmRNA gene ssrA	PA0826.1
PA0827	hypothetical protein	PA0827
PA0828	probable transcriptional regulator	PA0828
PA0829	probable hydrolase	PA0829
PA0830	hypothetical protein	PA0830
PA0831	transcriptional regulator OruR	oruR
PA0832	conserved hypothetical protein	PA0832
PA0833	hypothetical protein	PA0833
PA0834	conserved hypothetical protein	PA0834
PA0835	phosphate acetyltransferase	pta
PA0836	acetate kinase	ackA
PA0837	peptidyl-prolyl cis-trans isomerase SlyD	slyD
PA0838	probable glutathione peroxidase	PA0838
PA0839	probable transcriptional regulator	PA0839
PA0840	probable oxidoreductase	PA0840
PA0841	hypothetical protein	PA0841
PA0842	probable glycosyl transferase	PA0842
PA0843	phospholipase accessory protein PlcR precursor	plcR
PA0844	hemolytic phospholipase C precursor	plcH
PA0845	CerN	cerN
PA0846	probable sulfate uptake protein	PA0846
PA0847	diguanylate cyclase	PA0847
PA0848	alkyl hydroperoxide reductase , AhpB	ahpB
PA0849	thioredoxin reductase 2	trxB2
PA0850	hypothetical protein	PA0850
PA0851	hypothetical protein	PA0851
PA0852	chitin-binding protein CbpD precursor	cbpD
PA0852.1	Uncharacterized protein	PA0852.1
PA0853	probable oxidoreductase	PA0853
PA0854	fumarate hydratase	fumC2
PA0855	hypothetical protein	PA0855
PA0856	hypothetical protein	PA0856
PA0857	morphogene protein BolA	bolA
PA0858	conserved hypothetical protein	PA0858
PA0859	hypothetical protein	PA0859
PA0860	probable ATP-binding/permease fusion ABC transporter	PA0860
PA0861	RbDA	rbdA
PA0862	hypothetical protein	PA0862
PA0863	probable oxidoreductase	PA0863
PA0864	probable transcriptional regulator	PA0864
PA0865	4-hydroxyphenylpyruvate dioxygenase	hpd
PA0866	aromatic amino acid transport protein AroP2	aroP2
PA0867	membrane-bound lysozyme inhibitor of c-type lysozyme MliC	mliC
PA0868	conserved hypothetical protein	PA0868
PA0869	D-alanyl-D-alanine-endopeptidase	pbpG
PA0870	aromatic amino acid aminotransferase	phhC
PA0871	pterin-4-alpha-carbinolamine dehydratase	phhB
PA0872	phenylalanine-4-hydroxylase	phhA
PA0873	transcriptional regulator PhhR	phhR
PA0874	hypothetical protein	PA0874
PA0875	conserved hypothetical protein	PA0875
PA0876	probable transcriptional regulator	PA0876
PA0877	probable transcriptional regulator	PA0877
PA0878	hypothetical protein	PA0878
PA0879	probable acyl-CoA dehydrogenase	PA0879
PA0880	probable ring-cleaving dioxygenase	PA0880
PA0881	hypothetical protein	PA0881
PA0882	hypothetical protein	PA0882
PA0883	probable acyl-CoA lyase beta chain	PA0883
PA0884	probable C4-dicarboxylate-binding periplasmic protein	PA0884
PA0885	probable C4-dicarboxylate transporter	PA0885
PA0886	probable C4-dicarboxylate transporter	PA0886
PA0887	acetyl-coenzyme A synthetase	acsA
PA0888	arginine/ornithine binding protein AotJ	aotJ
PA0889	arginine/ornithine transport protein AotQ	aotQ
PA0890	arginine/ornithine transport protein AotM	aotM
PA0891	hypothetical protein	PA0891
PA0892	arginine/ornithine transport protein AotP	aotP
PA0893	transcriptional regulator ArgR	argR
PA0894	hypothetical protein	PA0894
PA0895	 N2-acetylornithine 5-aminotransferase (ACOAT)	aruC
PA0896	 ornithine N2-succinyltransferase	aruF
PA0897	 ornithine N2-succinyltransferase	aruG
PA0898	N-Succinylglutamate 5-semialdehyde dehydrogenase	aruD
PA0899	N2-Succinylarginine dihydrolase	aruB
PA0900	hypothetical protein	PA0900
PA0901	N-Succinylglutamate desuccinylase	aruE
PA0902	hypothetical protein	PA0902
PA0903	alanyl-tRNA synthetase	alaS
PA0904	aspartate kinase alpha and beta chain	lysC
PA0905	RsmA	rsmA
PA0906	lysis phenotype repressor, AlpR	alpR
PA0907	lysis phenotype activator, AlpA	alpA
PA0908	AlpB	alpB
PA0909	AlpC	alpC
PA0910	AlpD	alpD
PA0911	AlpE	alpE
PA0912	hypothetical protein	PA0912
PA0913	MgtE	mgtE
PA0914	hypothetical protein	PA0914
PA0915	conserved hypothetical protein	PA0915
PA0916	conserved hypothetical protein	PA0916
PA0917	potassium uptake protein Kup	kup
PA0918	cytochrome b561	PA0918
PA0919	alanyl-phosphatidylglycerol hydrolase	PA0919
PA0920	alanyl-phosphatidylglycerol synthase	PA0920
PA0921	hypothetical protein	PA0921
PA0922	hypothetical protein	PA0922
PA0923	DNA Polymerase IV, DinB	dinB
PA0924	hypothetical protein	PA0924
PA0925	hypothetical protein	PA0925
PA0926	hypothetical protein	PA0926
PA0927	D-lactate dehydrogenase (fermentative)	ldhA
PA0928	sensor/response regulator hybrid	gacS
PA0929	two-component response regulator	PA0929
PA0930	two-component sensor	PA0930
PA0931	ferric enterobactin receptor PirA	pirA
PA0932	cysteine synthase B	cysM
PA0933	probable RNA methyltransferase	ygcA
PA0934	GTP pyrophosphokinase	relA
PA0935	conserved hypothetical protein	PA0935
PA0936	lipopolysaccharide biosynthetic protein LpxO2	lpxO2
PA0937	conserved hypothetical protein	PA0937
PA0938	Wzz2	wzz2
PA0939	hypothetical protein	PA0939
PA0940	hypothetical protein	PA0940
PA0941	hypothetical protein	PA0941
PA0942	probable transcriptional regulator	PA0942
PA0943	hypothetical protein	PA0943
PA0944	phosphoribosylaminoimidazole synthetase	purN
PA0945	phosphoribosylaminoimidazole synthetase	purM
PA0946	hypothetical protein	PA0946
PA0947	conserved hypothetical protein	PA0947
PA0948	hypothetical protein	PA0948
PA0949	Trp repressor binding protein WrbA	wrbA
PA0950	probable arsenate reductase	PA0950
PA0951	probable ribonuclease	PA0951
PA0952	hypothetical protein	PA0952
PA0953	probable thioredoxin	PA0953
PA0954	probable acylphosphatase	PA0954
PA0955	hypothetical protein	PA0955
PA0956	prolyl-tRNA synthetase	proS
PA0957	hypothetical protein	PA0957
PA0958	Basic amino acid, basic peptide and imipenem outer membrane porin OprD precursor	oprD
PA0959	hypothetical protein	PA0959
PA0960	hypothetical protein	PA0960
PA0961	probable cold-shock protein	PA0961
PA0962	DNA-binding protein from starved cells, Dps	dps
PA0963	aspartyl-tRNA synthetase	aspS
PA0964	pqsR-mediated PQS regulator, PmpR	pmpR
PA0965	Holliday junction resolvase RuvC	ruvC
PA0966	Holliday junction DNA helicase RuvA	ruvA
PA0967	Holliday junction DNA helicase RuvB	ruvB
PA0968	conserved hypothetical protein	PA0968
PA0969	TolQ protein	tolQ
PA0970	TolR protein	tolR
PA0971	TolA protein	tolA
PA0972	TolB protein	tolB
PA0973	Peptidoglycan associated lipoprotein OprL precursor	oprL
PA0974	conserved hypothetical protein	PA0974
PA0975	probable radical activating enzyme	PA0975
PA0976	conserved hypothetical protein	PA0976
PA0977	hypothetical protein	PA0977
PA0978	conserved hypothetical protein	PA0978
PA0979	conserved hypothetical protein	PA0979
PA0980	hypothetical protein	PA0980
PA0981	hypothetical protein	PA0981
PA0982	hypothetical protein	PA0982
PA0983	conserved hypothetical protein	PA0983
PA0984	colicin immunity protein	PA0984
PA0985	pyocin S5	pyoS5
PA0986	conserved hypothetical protein	PA0986
PA0987	conserved hypothetical protein	PA0987
PA0988	hypothetical protein	PA0988
PA0989	hypothetical protein	PA0989
PA0990	conserved hypothetical protein	PA0990
PA0991	Histidine phosphotransfer protein HptA	hptA
PA0992	fimbrial subunit CupC1	cupC1
PA0993	chaperone CupC2	cupC2
PA0994	usher CupC3	cupC3
PA0995	methylated-DNA--protein-cysteine methyltransferase	ogt
PA0996	PqsA	pqsA
PA0997	PqsB	pqsB
PA0998	PqsC	pqsC
PA0999	3-oxoacyl-[acyl-carrier-protein] synthase III	pqsD
PA1000	Quinolone signal response protein	pqsE
PA1001	anthranilate synthase component I	phnA
PA1002	anthranilate synthase component II	phnB
PA1003	Transcriptional regulator MvfR	mvfR
PA1004	quinolinate synthetase A	nadA
PA1005	conserved hypothetical protein	PA1005
PA1006	Protein PA1006	PA1006
PA1007	conserved hypothetical protein	PA1007
PA1008	bacterioferritin comigratory protein	bcp
PA1009	hypothetical protein	PA1009
PA1010	dihydrodipicolinate synthase	dapA
PA1011	hypothetical protein	PA1011
PA1012	conserved hypothetical protein	PA1012
PA1013	phosphoribosylaminoimidazole-succinocarboxamide synthase	purC
PA1014	1,2-glucosyltransferase WapB	wapB
PA1015	probable transcriptional regulator	PA1015
PA1016	hypothetical protein	PA1016
PA1017	pimeloyl-CoA synthetase	pauA
PA1018	hypothetical protein	PA1018
PA1019	cis,cis-muconate transporter MucK	mucK
PA1020	probable acyl-CoA dehydrogenase	PA1020
PA1021	probable enoyl-CoA hydratase/isomerase	PA1021
PA1022	probable acyl-CoA dehydrogenase	PA1022
PA1023	probable short-chain dehydrogenase	PA1023
PA1024	NADH:quinone reductase	PA1024
PA1025	probable porin	PA1025
PA1026	hypothetical protein	PA1026
PA1027	delta1-Piperideine-6-carboxylate dehydrogenase	amaB
PA1028	L-Pipecolate oxidase	amaA
PA1029	hypothetical protein	PA1029
PA1030	hypothetical protein	PA1030
PA1031	conserved hypothetical protein	PA1031
PA1032	QuiP	quiP
PA1033	probable glutathione S-transferase	PA1033
PA1034	hypothetical protein	PA1034
PA1035	hypothetical protein	PA1035
PA1036	hypothetical protein	PA1036
PA1037	conserved hypothetical protein	PA1037
PA1038	hypothetical protein	PA1038
PA1039	conserved hypothetical protein	PA1039
PA1040	hypothetical protein	PA1040
PA1041	probable outer membrane protein precursor	PA1041
PA1042	conserved hypothetical protein	PA1042
PA1043	hypothetical protein	PA1043
PA1044	hypothetical protein	PA1044
PA1045	hypothetical protein	PA1045
PA1046	hypothetical protein	PA1046
PA1047	probable esterase	PA1047
PA1048	probable outer membrane protein precursor	PA1048
PA1049	pyridoxine 5'-phosphate oxidase	pdxH
PA1050	conserved hypothetical protein	PA1050
PA1051	probable transporter	PA1051
PA1052	conserved hypothetical protein	PA1052
PA1053	conserved hypothetical protein	PA1053
PA1054	ShaA	shaA
PA1055	ShaB	shaB
PA1056	ShaC	shaC
PA1057	ShaD	shaD
PA1058	ShaE	shaE
PA1059	ShaF	shaF
PA1060	hypothetical protein	PA1060
PA1061	conserved hypothetical protein	PA1061
PA1062	hypothetical protein	PA1062
PA1063	hypothetical protein	PA1063
PA1064	hypothetical protein	PA1064
PA1065	conserved hypothetical protein	PA1065
PA1066	probable short-chain dehydrogenase	PA1066
PA1067	probable transcriptional regulator	PA1067
PA1068	probable heat shock protein (hsp90 family)	PA1068
PA1069	hypothetical protein	PA1069
PA1070	branched-chain amino acid transport protein BraG	braG
PA1071	branched-chain amino acid transport protein BraF	braF
PA1072	branched-chain amino acid transport protein BraE	braE
PA1073	branched-chain amino acid transport protein BraD	braD
PA1074	branched-chain amino acid transport protein BraC	braC
PA1075	hypothetical protein	PA1075
PA1076	hypothetical protein	PA1076
PA1077	flagellar basal-body rod protein FlgB	flgB
PA1078	flagellar basal-body rod protein FlgC	flgC
PA1079	flagellar basal-body rod modification protein FlgD	flgD
PA1080	flagellar hook protein FlgE	flgE
PA1081	flagellar basal-body rod protein FlgF	flgF
PA1082	flagellar basal-body rod protein FlgG	flgG
PA1083	flagellar L-ring protein precursor FlgH	flgH
PA1084	flagellar P-ring protein precursor FlgI	flgI
PA1085	flagellar protein FlgJ	flgJ
PA1086	flagellar hook-associated protein 1 FlgK	flgK
PA1087	flagellar hook-associated protein type 3 FlgL	flgL
PA1088	hypothetical protein	PA1088
PA1089	conserved hypothetical protein	PA1089
PA1090	hypothetical protein	PA1090
PA1091	flagellar glycosyl transferase, FgtA	fgtA
PA1092	flagellin type B	fliC
PA1093	hypothetical protein	PA1093
PA1094	flagellar capping protein FliD	fliD
